Tweet,Target 1,Stance 1,Dataset,domain
"@realDonaldTrump took  $1M LOAN,paid it off & made BILLIONS.#Hillary,#JEB BEG for money & give nothing back but political favors.#TRUMPTODAY",Donald Trump,FAVOR,multi,politics
Only fools & liberal Democrats deny that America is in full decline. #TrumpTODAY #Hillary #HillaryLiesMatter,Donald Trump,FAVOR,multi,politics
@realDonaldTrump the next president of the united states. #TrumpTODAY cant wait till he beats that POS #HillaryClinton,Donald Trump,FAVOR,multi,politics
#TodayShow town hall 4 #HillaryClinton held at Jr College #DonaldTrump meeting held at Country Club...just an observation #MSNBC #CNN,Donald Trump,NONE,multi,politics
@rushlimbaugh do like #Hillary tell #GOP it's not your fault #Jeb isn't winning it's someone else's job & you weren't told lol #Trump2016,Donald Trump,FAVOR,multi,politics
For birthday of cabbage brain #hillaryclinton I vomit on birthday cake then feed it to rats on train. I no like her sausage legs #trump2016,Donald Trump,FAVOR,multi,politics
Want a Graph?  DumbAss Scale? @BeltwayPanda 100% Stupid #Obama 95% Stupid #HillaryClinton 90% Stupid #Trump 100% Genious!  Vote #Trump2016,Donald Trump,FAVOR,multi,politics
The first presidential candidate to add banning Bluetooth earpieces to their platform gets my vote #Hillary2016 #Bernie2016 #Trump2016,Donald Trump,NONE,multi,politics
@NBCNightlyNews @chucktodd confused by tonight's analysis don't believe the Dem polls but trust the Repub polls? #Hillary2016 #Trump2016,Donald Trump,NONE,multi,politics
@BretBaier U shud hav me on if @MayorEmanuel doesn't hire me cuz I'll write #Trump2016 & SHAKE-UP d 2016 pres race #Hillarybabyitwillbehard!,Donald Trump,FAVOR,multi,politics
"#Hillary denying VA mismanagement, only lip service to our vets. #Trump rolling his sleeves,getting it done!Ref: Sioux City Rally #Trump2016",Donald Trump,FAVOR,multi,politics
@IngrahamAngle @glennbeck Parsley makes breath better. Tastes so bad I need a mint. #DonaldTrump similar. Makes me want to vote for #Hillary,Donald Trump,AGAINST,multi,politics
"I go sleep. I dream #MikeTyson take cabbage brain #HillaryClinton in ring of boxing and punch face, leave eye that is black #trump2016",Donald Trump,FAVOR,multi,politics
i cant watch #HillaryClinton no more im getting sick from her lying :( and corruption save me from her please #Trump2016 #Carson,Donald Trump,FAVOR,multi,politics
Just a reminder that Herman Cain was leading in the Presidential polls 5 years ago.  #DonaldTrump #BenCarson #HillaryClinton #FeelTheBern,Donald Trump,NONE,multi,politics
Just a reminder that Herman Cain was leading in the @GOP nominee polls 5 years ago.   #DonaldTrump #BenCarson #HillaryClinton #FeelTheBern,Donald Trump,NONE,multi,politics
"America will send ground troops to war likely in 2-4 years. Regardless, if #HillaryClinton or #DonaldTrump are president. A recession too.",Donald Trump,NONE,multi,politics
"To be honest, I'd feel safer with #Hillary as President than I would with #BenCarson.  I pray to God that @realDonaldTrump wins. #Trump2016",Donald Trump,FAVOR,multi,politics
#donaldtrump already complaining tonight's debate unfair.  Now he's predicting future.  Is there ANYTHING this man can't do? #cnn #Hillary,Donald Trump,AGAINST,multi,politics
Quando mi prende lo sconforto penso che qualcuno potrebbe ritrovarsi un presidente come #DonaldTrump o #HillaryClinton e mi sento meglio.,Donald Trump,NONE,multi,politics
Hillary happily worked for Barack Obooncoon. That makes her a nigger-enabler! She cant be trusted!  #Trump2016 #tcot #GOPDebate #Hillary2016,Donald Trump,FAVOR,multi,politics
I want a debate b/t Donald Trump and Hilary Clinton but it's their spouses on stage instead #DonaldTrump #HillaryClinton #debate,Donald Trump,NONE,multi,politics
"#Huckabee: ""#DonaldTrump would make a better President every day of week and twice on Sunday, rather than #Hillary."" #WhoCanBeatHillary",Donald Trump,FAVOR,multi,politics
Detroit is proof that throwing more money at education does not equal better proficiency & higher graduation rates. #Hillary2016 #Trump2016,Donald Trump,NONE,multi,politics
"#Trump #Trump2016 came to you with sole purpose of distracting from true #Liberty candidate, #RandPaul and to make #Hillary more palatable",Donald Trump,AGAINST,multi,politics
Notice how #HillaryClinton was able to get through over 7 hours of the #benghazihearings and #DonaldTrump can't handle 3 hours of a debate,Donald Trump,AGAINST,multi,politics
After seeing the #Republicans candidates deal with the #liberalbias media I'm proud to say lying #Hillary does not stand a chance #Trump2016,Donald Trump,FAVOR,multi,politics
A Challenge.. Ride with a cabby (like me) for a weekend. Then you will know real people #Hillary2016 #Trump2016 #Carson2016  #sanders2016,Donald Trump,NONE,multi,politics
#HillaryClinton has done nothing to improve YOUR life over the last 10 years. How would a new title change that? Wake up! #Trump2016,Donald Trump,FAVOR,multi,politics
"#Hillary2016's foundation donations are rolling in, guaranteeing her plenty of favors to owe & lots of voters to ignore. #Trump2016",Donald Trump,FAVOR,multi,politics
"Mr. *********, that's borrowed money your playin with, it's not yours.  #Trump2016 #TrumpTrain #Hillary2016 #HillNo Hillary Clinton",Donald Trump,FAVOR,multi,politics
"@Beansiesdaddy @realDonaldTrump  dumb cabbage brain and dumpling mouth #hillaryclinton say only dumb words, no have smart words. #trump2016",Donald Trump,FAVOR,multi,politics
@lonepatrick Your pathetic rants fall on deaf ears! He will be our next POTUS he will #MakeAmericaGreatAgain #Trump2016 #Hillary4Prison!,Donald Trump,FAVOR,multi,politics
"Next President voters, don't let fake lying people or the media brainwash you.  @realDonaldTrump #Trump2016 Trump #Hillary2016 Hillary Rubio",Donald Trump,FAVOR,multi,politics
Panel of #Democrats discussing how best to beat #Hillary-Common sense would dictate the #GOP do the opposite-so vote #Trump #Trump2016 #MTP,Donald Trump,FAVOR,multi,politics
Rational question: @realDonaldTrump supported #HillaryClinton  Now #Trump supports Trump Would the real #DonaldTrump please stand up.,Donald Trump,AGAINST,multi,politics
@mrdavidflane @mch7576  There in a total mess  There best shot at beating #Hillary2016 is #Trump2016 and that's not going to happen,Donald Trump,AGAINST,multi,politics
@realDonaldTrump He is the one candidate that will beat #Hillary in a landslide.  With the other candidates it's a crapshoot. #Trump2016,Donald Trump,FAVOR,multi,politics
we Hillary Republicans are picking up steam! Just had phone call w/supportive Romney official. #HillaryClinton #Trump2016 #GOPDebate #tcot,Donald Trump,NONE,multi,politics
#GOP bind: don't withdraw the #troops. #Obama sends them in and silence. Stepped into their own trap. Oops. #hillary2016 #Carson #Trump2016,Donald Trump,NONE,multi,politics
"Donald J. #Trump says ""it's clear"" #HillaryClinton does not want to run against him in the general election. #Trump2016",Donald Trump,FAVOR,multi,politics
#Obama to #HillaryClinton we'll see the power of election corruption with #MSM full support. We need @realDonaldTrump leadership. #Trump2016,Donald Trump,FAVOR,multi,politics
#DonaldTrump has no clASS and lacks diplomacy. Is this really what intelligent #Americans want. #Trump will never beat #Hillary. #RNC #DNC,Donald Trump,AGAINST,multi,politics
Remind me again which candidate wants to give real #journalism a chance at reality & 'fix what's broke' in #media? #Hillary2016? #Trump2016?,Donald Trump,NONE,multi,politics
"Overheard on Silver Line: ""If forced to choose between #DonaldTrump & #HillaryClinton I won't vote. So that will be another vote 4 Hillary.",Donald Trump,AGAINST,multi,politics
"@HillaryClinton ""shes about as likeable as elective surgery. everytime she speaks an angel shoots a cherub""#hillary2016 #trump2016 #cruz2016",Donald Trump,FAVOR,multi,politics
People I won't vote for this 2016 election: everyone involved. You all suck. Ron Paul was our only hope.  #Hillary2016 #DonaldTrump,Donald Trump,AGAINST,multi,politics
@Morning_Joe #Rubio's history and Clintons - not good.He's counting on politics - power - to make himself very rich. #Trump2016 #Hillary2016,Donald Trump,FAVOR,multi,politics
@KarlRove has zero credibility. #Trump2016 would beat #Hillary like a drum in the general election. Put Rove out to pasture! #HappeningNow,Donald Trump,FAVOR,multi,politics
"Count on lying press who call pro-White White Nationalists ""Neo Nazis"" to print ""Lesbian #HillaryClinton "" #whitegenocide #CNN #DonaldTrump",Donald Trump,FAVOR,multi,politics
"#DonaldTrump, a sick, disoriented, uneducated, selfish man is this close to being the most powerful man in the world. Wake up. #Hillary2016",Donald Trump,FAVOR,multi,politics
#BenCarson wants to nix Social Security and #HillaryClinton thinks Climate Change is behind the Refugee Crisis - How can #Trump2016 lose?,Donald Trump,FAVOR,multi,politics
YES!! Why does #DonaldTrump spend so much time attacking other (R)Candidates instead of #HillaryClinton ?  ..tired of bully-ism. #TheFive,Donald Trump,AGAINST,multi,politics
"There is plenty of time to focus on #Hillary, after #Trump2016 wraps up the nomination. First things first! #TheFive",Donald Trump,FAVOR,multi,politics
Statistic: More people picked Bit O Honey as their favorite Halloween candy than support Jeb Bush for president. #Trump2016 #Hillary2016,Donald Trump,NONE,multi,politics
"#silymi Wendy,  Sorry Darling but you my time you do but you don't speak for every AMERICAN, #DonaldTrump  is top run ,#HillaryClinton jail",Donald Trump,FAVOR,multi,politics
"Mexican Word of the day = Effort.  Every time I eat a taco, effort! thank you, i'll be here all week #immigration #Trump2016 #Hillary4prison",Donald Trump,FAVOR,multi,politics
"Live from New York its #DonaldTrump! If #SNL isnt as nice to him as they were to #Hillary, maybe hell buy NBC..Youre fired!",Donald Trump,FAVOR,multi,politics
If Hillary loses in 2016 without question POTUS will pardon her and her minions on 1-20-17 #Hillary #Hannity #Rudy4AG #DonaldTrump #RUSH,Donald Trump,NONE,multi,politics
@HillaryClinton @MikeyLikesItNY How about finding legal Americans that aren't felons find jobs first?  #Hillary4Prison #Trump2016,Donald Trump,FAVOR,multi,politics
NO More #Hillary2016 LIES & Deceit! NO more PERVERT #BillClinton & WE don't need Dr #BenCarson! WE Need a BUILDER! WE need JOB's! #TRUMP2016,Donald Trump,FAVOR,multi,politics
NO More #Hillary2016's LIES (Deceit) & her PERVERT hubby Bill! WE don't need DR #BenCarson! WE Need a BUILDER! WE need JOBs! #TRUMP2016 #SNL,Donald Trump,FAVOR,multi,politics
Many #voters waking up=NO difference in #MSM establishment candidates #hillary #rubio leaving #trump #carson to make a real diff #trump2016,Donald Trump,FAVOR,multi,politics
#DonaldTrump Could Be FAKE #BernieSanders~Just #Hillary Gone Hysterical~No Change JUST Muddling into Collapse #msnbc #foxnews #nyt #wsj #cnn,Donald Trump,AGAINST,multi,politics
Don't fall for #DonaldTrump! He's a Democratic plant to enrage #Hispanics against Republicans so #HillaryClinton will get their Vote!,Donald Trump,AGAINST,multi,politics
@Suthen_boy @10NewsPhillips #DonaldTrump #HillaryClinton Neither poves they can run this country. If it's down to them then may not vote.,Donald Trump,FAVOR,multi,politics
It's unbelievable the power of the media.  We need to turn the table and kick those assholes to the curb #Trump2016 #HillaryForPrison2016,Donald Trump,FAVOR,multi,politics
Does anyone recall the media asking Obama about his college transcripts?  No. #Trump2016 #BenCarson #HillaryForPrison2016 #WakeUpAmerica,Donald Trump,NONE,multi,politics
@nbcsnl the music is calling and we're anticipating 40 gazillion viewers tonight.@realDonaldTrump #Trump2016 #hillarysucks. Record viewers,Donald Trump,FAVOR,multi,politics
If @DonaldTrump becomes POTUS (god forbid) he will put his name across the @WhiteHouse like his other buildings #Trump2016 #Hillary2016,Donald Trump,AGAINST,multi,politics
Why did #snl open the show with libs instead of #DonaldTrump? If I recall lyin ass #Hillary opened the show but NOT with her screwed emails,Donald Trump,FAVOR,multi,politics
"@farrenkopf @realDonaldTrump Crazy or blind, death and mute? You liberal troll. #TRUMP IS GOING TO BEAT #Hillary  LANDSLIDE. #TrumpTsunami",Donald Trump,FAVOR,multi,politics
All hype about self aggrandising #DonaldTrump He'll never be US President. Watch Jebbie come up from behind & President #HillaryClinton win,Donald Trump,AGAINST,multi,politics
@washingtonpost They should ALL expect to have everything disclosed. Smile you're on Candid Camera! #GOP #Hillary #BenCarson #DonaldTrump,Donald Trump,NONE,multi,politics
"Trump hit it out of the park, the ratings prove it. That's the problem with #HillaryClinton & the dems, nobody wants to watch.  #Trump2016",Donald Trump,FAVOR,multi,politics
Sounds unusual but a #Trump #Rubio ticket will drop kick #Hillary If the #FBI don't get her first of course @realDonaldTrump #Trump2016 #GOP,Donald Trump,FAVOR,multi,politics
No surprise #DonaldTrump had the biggest ratings on #snl. No surmise he clobbered #HillaryClinton's ratings when she made a #snl appearance,Donald Trump,FAVOR,multi,politics
"Don't fall for fake Republican #DonaldTrump! He is stealing the thunder from viable candidates, and alienating #Hispanics, all for #Hillary!",Donald Trump,AGAINST,multi,politics
"It amazes me, the idea of how perfect these characters are created, #HillaryClinton #DonaldTrump #JepBush even Bertolt Brecht would envy em",Donald Trump,NONE,multi,politics
"If i hear about another 'poll' anytime soon, I'm pretty much gonna fucking scream. #Trump2016 #HillaryForPrison2016",Donald Trump,FAVOR,multi,politics
#Hillary is the worse #Democratic candidate in years We cannot hand her the #WhiteH with a Nationally unalectable candidate #Trump2016 #GOP,Donald Trump,FAVOR,multi,politics
#DonaldTrump #HillaryClinton u r making mockery of office u seek with stupid debates and snl #SNL call me old fashion but u r idiots,Donald Trump,AGAINST,multi,politics
"""I'm really optimistic we'll have better leadership in the White House in 2016,"" said no one ever. #Election2016 #Hillary2016 #Trump2016",Donald Trump,AGAINST,multi,politics
"Monday Night RANT! #Obama SUCK's,!#Hillary2016 doesn't SUCK anything! #Bernie2016 is  FU-King Communist!  #TRUMP2016 will BE a GREAT #POTUS!",Donald Trump,FAVOR,multi,politics
"If you are a real #Hillary SUPPORTER.. And you support a VILE, CORRUPT, Pathological Liar.... YOU SHOULD SEEK PROFESSIONAL HELP! #Trump2016",Donald Trump,FAVOR,multi,politics
"I endure watching the Party of Crazy Debates, tonight. Barely! I did expect more of #DonaldTrump, I must say. #RepublicanDebate #Hillary2016",Donald Trump,AGAINST,multi,politics
"I endured watching the Party of Crazy Debates, tonight. Barely! I did expect more of #DonaldTrump I must say. #RepublicanDebate #Hillary2016",Donald Trump,AGAINST,multi,politics
"#Trump2016 can and will beat #Hillary. Early polls already show him 2-3% up on her. If Repubs believe & get their asses out & vote, he's in-",Donald Trump,FAVOR,multi,politics
"What, #Jeb? #Hispanic puppet ruler. #Marco? Ditto. #Rand? #Jindal? I'm getting very depressed lol. #Hillary had someone whacked! #Trump2016-",Donald Trump,FAVOR,multi,politics
"Thanks for the thanks today. If you really want to thank a vet, do us a favor and don't vote for #Hillary in 2016. #Trump2016 #Carly2016",Donald Trump,FAVOR,multi,politics
Trump represents whats wrong with our country.  We've become a nation of mean spirited loud mouths. #DonaldTrump   #Hillary2016 #bekind,Donald Trump,AGAINST,multi,politics
"If Hillary wins, she will be the 1st US woman president. If Trump wins, he will be the last. #Trump2016 #Hillary2016",Donald Trump,AGAINST,multi,politics
Every #SecretaryofState by definition creates Top Secret and Classified communications Shes well aware Jail for #Hillary #GOP #Trump2016,Donald Trump,FAVOR,multi,politics
"I find it disturbing that the people who think #DonaldTrump is offensive would vote for lying, murdering #Hillary2016",Donald Trump,FAVOR,multi,politics
On one side we have the #BlackLivesMatter #Hillary crowd and the other #Trump2016. Can't we just find someone less caustic?,Donald Trump,NONE,multi,politics
#varneyco your right! We don't hear much about #hillary on #foxnews only attacks on #Trump2016 WHY?? bc your PRO-AMNESTY and voters aren't,Donald Trump,FAVOR,multi,politics
"@realDonaldTrump ""He's not a politician"" is not a reason to not vote for Trump, it's a reason TO vote for Trump  #Trump #Trump2016 #Hillary",Donald Trump,FAVOR,multi,politics
"Head to head match up, #DonaldTrump and #HillaryClinton would be judges unanimous decision for #Trump. She wouldn't know what hit her.",Donald Trump,FAVOR,multi,politics
"@MichaelYarnell2 imagine #DonaldTrump on a debate stage with #HillaryClinton. Need I say more, just imagine  it for one second. Glorious",Donald Trump,NONE,multi,politics
Stupid liberals who vote for #Hillary will cause Paris to happen in America. Only #Trump is telling the truth. #Trump2016 #HillaryClinton,Donald Trump,FAVOR,multi,politics
"@LarrySabato #Hillary, #Bernie & O'malley will trip over themselves to defend #Islam & denounce #ISIS as if they're not related. #Trump2016",Donald Trump,FAVOR,multi,politics
"Dear GOP, #DonaldTrump does drive us as batty as #Hillary drives you, but at least Hillary is not herself batty",Donald Trump,AGAINST,multi,politics
"Carson ran a few nurses & may have screw loose, #DonaldTrump ran corporation & has balls to stand up to terrorists like ISIS ...&  #Hillary.",Donald Trump,FAVOR,multi,politics
#DonaldTrump America will never be great if Donald trump is elected. He is an insensitive and judgemental man. #hillaryclinton2016,Donald Trump,AGAINST,multi,politics
@dsingram82 #Hillary was Sec of State when ISIS developed. It was her closest job to being Prez and she did NOTHING. Enough said. #Trump2016,Donald Trump,FAVOR,multi,politics
"In the horrific (unlikely) event that #Trump2016 was elected president, I hope #AnnCoulter is the first to be deported. #Hillary2016 #Paris",Donald Trump,AGAINST,multi,politics
Bush43 put fear in enemies-BO/Kerry/#Hillary2016-Muslims have to be laughing @ them try 2act tough-Adm destroyed US fear usImage #Trump2016,Donald Trump,FAVOR,multi,politics
(RS) who would you rather have as president? #Hillary #Trump #Hillary2016 #Trump2016 (i don't want either Mattis2016,Donald Trump,AGAINST,multi,politics
The Democrats can't even trend their debate on Twitter weak. I guess a coronation don't need debates #Trump2016 #foxnews #HillaryClinton,Donald Trump,FAVOR,multi,politics
Wow a double Amen!! Both are attacking #hillary !! Loving this ! We need #Trump2016 to kick her ass in a debate #DemDebate She is horrible,Donald Trump,FAVOR,multi,politics
#DemDebate #MakeAmericaGreatAgain #Trump2016  Token white guy talking about taking away the 2nd amendment. showing #Hillary flip flopping,Donald Trump,FAVOR,multi,politics
#HillaryClinton classy and educated as always #DemDebate #DonaldTrump it's good you're watching you can learn something.,Donald Trump,AGAINST,multi,politics
Who doesn't want to tune in to see a Trump vs. Hillary debate? Superbowl like ratings. #DemDebate #2016election #Hillary2016 #Trump2016,Donald Trump,NONE,multi,politics
#DemDebate: My Personal Opinion is #DonaldTrump will be Next #POTUS...#Hillary will Lose Big with Male Voters #msnbc #foxnews #nyt #wsj #cnn,Donald Trump,FAVOR,multi,politics
"Ha ha ha , they r telling us what we tweeted about!! We can't stand #hillary & her lies! #cbs u r funny tonight  #Trump2016  #DemDebate",Donald Trump,FAVOR,multi,politics
#Hillary exploits women.  Tired of the #vagcard.  She wants to be the 1st woman POTUS.  What difference does it make? Who cares! #Trump2016,Donald Trump,FAVOR,multi,politics
Idea: Cancel #UFC193 and #DemDebate and let's watch #Hillary2016 kick #Trump2016 in the head. I'd give $20 for that fight.,Donald Trump,AGAINST,multi,politics
"#DemDebate is such a joke. #Hillary2016 is the only dem runner, the other worthless meat is just for show #tcot #Trump2016",Donald Trump,FAVOR,multi,politics
#ParisAttacks  This attack and the Democrat debate GUARANTEE that Trump is our next president!!!  #trump #Trump2016 #Hillary2016 @GOP,Donald Trump,FAVOR,multi,politics
"#Hillary2016 #Trump2016 #GOPDebate   The DEMS hide their liberal candidate debates on sat nights at 8pm...laughable, sad...great for Trump!",Donald Trump,FAVOR,multi,politics
Clinton & Obama policy caused ISIS problem-they want us to let Clinton fix it? A vote for #Hillary2016 is vote for #ISIS #potus #trump2016,Donald Trump,FAVOR,multi,politics
#Hillary2016 liar dishonest distrusted #trump2016 seal boarders kick out illegals crush ISIS we need a no nonsense leader like trump potus,Donald Trump,FAVOR,multi,politics
"#OMalley is a clown.  Must give him a balloon for saying #Hillary flip - flops on issues!  after all, she is a #fishybitch! #Trump2016",Donald Trump,FAVOR,multi,politics
@mimimayesTN @Rockprincess818 Your Tax Dollars at Work! Want more of the same? vote #Hillary2016 Want your country back? vote #trump2016,Donald Trump,FAVOR,multi,politics
#HillaryClinton wears a wig #DonaldTrump wears a wig. If they don't get party nomination could they run independent as the #NewWigParty?,Donald Trump,NONE,multi,politics
#HillaryClinton is a pathological liar & a sociopath. @realDonaldTrump needs to be ready for the worst from the Clinton machine. #Trump2016,Donald Trump,FAVOR,multi,politics
@CharlesMBlow I think if you write your name backwards it is the most appropriate response.  Blow Me Charles #Trump2016 #HillaryEmail,Donald Trump,NONE,multi,politics
President 72% approval rate w/ Muslims 40.5% w/ Christians! Good luck #Hillary selling weather over security! #DonaldTrump @oreillyfactor,Donald Trump,FAVOR,multi,politics
President #Barack MUST send over to Congress a formal DECLARATION OF WAR AGAINST ISIS! #Hillary  #TedCruz  #PaulRyan #JoeBiden #DonaldTrump,Donald Trump,NONE,multi,politics
Donald Trump looks like the pocket of Wall Street where Hillary Clinton lives. #DonaldTrump #HillaryClinton #boom!,Donald Trump,AGAINST,multi,politics
Vote #HillaryClinton  vote #Trump2016  JUST VOTE HOMO ERECTUS and fuck this chimp,Donald Trump,FAVOR,multi,politics
I support a leader with great intellectual capacity #HillaryClinton  not a dictator and a racist #DonaldTrump @HillaryClinton  2016,Donald Trump,AGAINST,multi,politics
FYI - the #kasich 2016 campaign has been powered by unicorn farts.  How else do they get some of those thoughts?? #Trump2016 #HillaryEmail,Donald Trump,NONE,multi,politics
".@_HankRearden: #DonaldTrump wants you armed, wants #ISIS migrants out. #Hillary wants to disarm you, let more ISIS migrants in.  #Trump2016",Donald Trump,FAVOR,multi,politics
Stupid liberals have about destroyed America and #Hillary or #Bernie would finish it off. We must elect #Trump2016,Donald Trump,FAVOR,multi,politics
As I predicted #DONALDTRUMP & #TEDCRUZ made a deal in August. Together with #Hillary love for #IslamicExtremism They'll win by 2 touchdowns!,Donald Trump,FAVOR,multi,politics
Just watch after NH #TEDCRUZ Will throw all his support behind #DONALDTRUMP before #SUPERTUESDAY and then they'll crush #HillaryClinton,Donald Trump,FAVOR,multi,politics
Now more than ever we must stop DEMS from getting into office. @potus destroyed America! #HillaryClinton #Trump2016 #ISIS #WakeUpAmerica,Donald Trump,FAVOR,multi,politics
"I honestly think of this particular Emoji, whenever the name #DonaldTrump crosses through my mind!!  I clearly #HillaryClinton for 2016",Donald Trump,AGAINST,multi,politics
"One of the first in line to see #DonaldTrump in Worcester can't decide between him or #Hillary. ""They're both likable people.""",Donald Trump,FAVOR,multi,politics
"If Hillary Clinton becomes President, she will be the first US President who has boned another US President  #Trump2016 #Hillary2016",Donald Trump,NONE,multi,politics
#Hillary needs to unveil a plan that keeps her out of prison. She needn't be concerned with #Syria or foreign policy.  #Trump2016  #Cruz,Donald Trump,FAVOR,multi,politics
"#SyrianRefugees  Trump is right we have stupid leaders #Obama #Kerry #Hillary also corrupt, arrogant, incompetent, opportunist #Trump2016",Donald Trump,FAVOR,multi,politics
I don't really ever recall #Trump2016  saying anything negative about #Hillary. THIS concerns me.,Donald Trump,NONE,multi,politics
"#Bernie cannot beat #Hillary so many #Democrats turning to #Trump because,American lives matter. For our children #Trump2016",Donald Trump,FAVOR,multi,politics
When #Hillary2016 starts slinging gender war shit who is the only candidate who'll call her out for enabling her rapey husband? #Trump2016,Donald Trump,FAVOR,multi,politics
Maybe it's the Vodka talking but I don't find Michelle Obama to be very hippy at all #hiccup #Trump2016 #haunch #saddlebags #HillaryEmail,Donald Trump,FAVOR,multi,politics
Its laughable how the democrats use every other word except those that make COMMON SENSE.   NO #HillaryClinton  @realDonaldTrump #Trump2016,Donald Trump,FAVOR,multi,politics
"If the #2016election were held today & these were your choices, who'd get your vote? #HillaryClinton or #DonaldTrump",Donald Trump,NONE,multi,politics
"Ok, I can't keep this in any longer.  Rand Paul doesn't wear underwear. #commando #StandWithRand #DangleWithRand #Trump2016 #HillaryLikesIt",Donald Trump,NONE,multi,politics
#Hillary and #Bernie have a plan to stop radical Syrian Muslims... turn them into radical American Muslims. #Trump2016,Donald Trump,FAVOR,multi,politics
.#Hillary gave a complex strategy speech on victory against ISIS. #DonaldTrump responded in a Tweet.,Donald Trump,AGAINST,multi,politics
Democrats say we are racist because we want to be safe and preserve our way of  life and a future for our children. #Trump2016 #Hillary2016,Donald Trump,FAVOR,multi,politics
Democrats see the flooding of France with Muslims as a model for America. Say hell no and vote #Trump2016 not #Hillary2016,Donald Trump,FAVOR,multi,politics
ANOTHER DEMOCRAT PRESIDENT WILL GUARANTEE A NUCLEAR DEVICE KILLING THOUSANDS HERE WITHIN YEARS. IS IT WORTH IT? #TRUMP2016 #TRUMP #HILLARY,Donald Trump,FAVOR,multi,politics
#DonaldTrump call for destroying #ISIS oil. US France n Russia going after oil. Trump being listened to over #BarackObama n #HillaryClinton.,Donald Trump,FAVOR,multi,politics
"Hillary, Islam is not peaceful or tolerant.  Look at the facts.  The two sects can't even tolerate each other.  #trumpthatbitch #hillary",Donald Trump,FAVOR,multi,politics
"Her Foreign Policy copied from polling results, & 'looking over her shoulder' at others' papers - #Hillary - get a better writer  #Trump2016",Donald Trump,FAVOR,multi,politics
We also need data base for neocon liberals like #HillaryClinton who give aid and comfort to terrorists.  #MakeAmericaGreatAgain  #Trump2016,Donald Trump,FAVOR,multi,politics
Why do liberals confuse ProLife with turning away murderous muslim ideology? #Outnumbered  #WakeUpAmerica  #Hillary2016  #Trump2016,Donald Trump,FAVOR,multi,politics
#DonaldTrump call for destroying #ISIS oil. US France and Russia going after oil.  #BarackObama n #HillaryClinton leading from behind Trump.,Donald Trump,FAVOR,multi,politics
"#DonaldTrump wants to close mosques, establish a database both vs. the Constitution and  can't beat #Hillary . Wake-up Repubs #Election2016",Donald Trump,AGAINST,multi,politics
Won't lie after lasts nights 20/20 I just don't know who I will vote for. #Hillary2016 has experience but #Trump2016 has fight. thoughts?,Donald Trump,NONE,multi,politics
#DonaldTrump God's gift to @TheDemocrats a gift that keeps on giving! I pray he's the #KochSucker nominee so #HillaryPOTUS45TH #LandSlide,Donald Trump,AGAINST,multi,politics
Knowing the Clinton's increases your chances of getting murdered by roughly 1200%! #HillaryForAmerica #trump2016,Donald Trump,NONE,multi,politics
"@JoeTrippi @greta @realDonaldTrump  #Trump2016 Wins SC Primary ""Trump Card LLC"" is a YUUGE Waste of $ that could go defeat #Hillary2016 !",Donald Trump,FAVOR,multi,politics
"Let me get this right. Its ok to call Republicans radical and extreme, but not Muslim enemies who attack us. #Hillary2016 #Trump2016",Donald Trump,NONE,multi,politics
"If your religion calls for the murder of non-belivers, your 1st amendment rights are forfeit!!! Vote Trump! #Trump2016 #SCOTUS #Hillary2016",Donald Trump,FAVOR,multi,politics
"Hey #OSU, your cupcake schedule made you weak. Same reason why #DonaldTrump will lose to #HillaryClinton or #FeelTheBern for #POTUS #Sparty",Donald Trump,AGAINST,multi,politics
@realDonaldTrump @gop sounds like #rnc would rather have #Hillary as potus than #DonaldTrump or any repub if thedonald stays in the race,Donald Trump,FAVOR,multi,politics
"@MotherJones Fruitless venture to bash Trump with propaganda, lol. It's not working, we love him. #Trump2016 #Trump #HillaryClinton",Donald Trump,FAVOR,multi,politics
I don't understand why I keep reading that #Hillary will probably be POTUS. Are the stupid and gimme people the majority? #Trump2016,Donald Trump,FAVOR,multi,politics
#GOP establishment says we can't nominate #Trump2016 because he'll lose to #HillaryClinton.Like they said we had to nominate #McCain & #Mitt,Donald Trump,FAVOR,multi,politics
Yea! #OBAMA and #Hillary2016 r finally ADOPTING #TRUMP strategy! Now watch them claim was THEIR strategy all along... #gop #Trump2016 #cruz,Donald Trump,FAVOR,multi,politics
Yea! #OBAMA and #Hillary2016 r finally ADOPTING #TRUMP strategy! Now watch them claim was THEIR strategy all along... #Trump2016 #kasich,Donald Trump,FAVOR,multi,politics
"Look like #DonaldTrump  is working for #HillaryClinton camp. With his racist and obnoxious comments , he wants to make sure Hillary wins ",Donald Trump,AGAINST,multi,politics
Another YEAR before anyone will care about @jrezaian or 4 others! While #Obama #HillaryClinton pour murderous #refugees in USA. #Trump2016,Donald Trump,FAVOR,multi,politics
@thehill He has the #GOP nominee locked up! He's doesn't need to run third party! There is no stopping #Trump2016! #Hillary is going down!,Donald Trump,FAVOR,multi,politics
"Don't vote for #HillaryClinton just because she is a woman, a milestone is not the right reason to elect someone. #DonaldTrump = #president",Donald Trump,FAVOR,multi,politics
As #POTUS #DonaldTrump is Like a Madman~While #Hillary Folds Like a Cheap PantsSuit on Anything For Money #msnbc #foxnews #nyt #cnn #wapo,Donald Trump,AGAINST,multi,politics
#Trump dominating all polls by wide margins and is now leading #Hillary for president. He will only get stronger. #Trump2016,Donald Trump,FAVOR,multi,politics
